season,team,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against,total_played,total_wins,total_draws,total_losses,total_goals_for,total_goals_against,goal_diff,points,season_int,squad_depth_900min,squad_depth_300min,avg_squad_age,avg_squad_market_value,total_squad_market_value,n_players_with_value,attack_defense_ratio,home_points,away_points,home_strength,away_strength,home_away_ratio,goals_per_game,goals_against_per_game,clean_sheet_proxy,u21_players,u21_total_min,youth_development_score,squad_turnover_rate,new_players_count,wage_efficiency_proxy
2010/11,Blackburn,19,7,7,5,22,16,19,4,3,12,24,43,38,11,10,17,46,59,-13,43,2010,17,22,26.647058823529413,4000000.0,60000000.0,15,0.78,28,15,0.491,0.263,1.867,1.211,1.553,0.433,7.0,4424.0,11.79,22.73,5.0,0.7167
2010/11,Blackpool,19,5,5,9,30,37,19,5,4,10,25,41,38,10,9,19,55,78,-23,39,2010,15,22,25.866666666666667,1866666.6666666667,28000000.0,15,0.705,20,19,0.351,0.333,1.054,1.447,2.053,0.25,2.0,1075.0,2.87,,,1.3929
2010/11,Bolton,19,10,5,4,34,24,19,2,5,12,18,32,38,12,10,16,52,56,-4,46,2010,15,22,27.133333333333333,4857142.857142857,68000000.0,14,0.929,35,11,0.614,0.193,3.181,1.368,1.474,0.461,3.0,1835.0,4.89,31.82,7.0,0.6765
2010/11,Chelsea,19,14,3,2,39,13,19,7,5,7,30,20,38,21,8,9,69,33,36,71,2010,16,18,27.6875,20769230.769230768,270000000.0,13,2.091,45,26,0.789,0.456,1.73,1.816,0.868,0.683,5.0,608.0,1.62,16.67,3.0,0.263
2010/11,Everton,19,9,7,3,31,23,19,4,8,7,20,22,38,13,15,10,51,45,6,54,2010,17,19,27.176470588235293,9588235.294117646,163000000.0,17,1.133,34,20,0.596,0.351,1.698,1.342,1.184,0.567,5.0,1668.0,4.45,10.53,2.0,0.3313
2010/11,Fulham,19,8,7,4,30,23,19,3,9,7,19,20,38,11,16,11,49,43,6,49,2010,15,21,29.466666666666665,4964285.714285715,69500000.0,14,1.14,31,18,0.544,0.316,1.722,1.289,1.132,0.586,2.0,432.0,1.15,23.81,5.0,0.705
2010/11,Liverpool,19,12,4,3,37,14,19,5,3,11,22,30,38,17,7,14,59,44,15,58,2010,15,24,26.866666666666667,17208333.333333332,206500000.0,12,1.341,40,18,0.702,0.316,2.222,1.553,1.158,0.577,7.0,2141.0,5.7,45.83,11.0,0.2809
2010/11,Man City,19,13,4,2,34,12,19,8,4,7,26,21,38,21,8,9,60,33,27,71,2010,16,20,24.5,19187500.0,307000000.0,16,1.818,43,28,0.754,0.491,1.536,1.579,0.868,0.683,5.0,1462.0,3.9,50.0,10.0,0.2313
2010/11,Man United,19,18,1,0,49,12,19,5,10,4,29,25,38,23,11,4,78,37,41,80,2010,18,23,27.38888888888889,17033333.333333332,255500000.0,15,2.108,55,25,0.965,0.439,2.198,2.053,0.974,0.644,5.0,3133.0,8.34,13.04,3.0,0.3131
2010/11,Newcastle,19,6,8,5,41,27,19,5,5,9,15,30,38,11,13,14,56,57,-1,46,2010,16,22,25.9375,5400000.0,81000000.0,15,0.982,26,20,0.456,0.351,1.299,1.474,1.5,0.452,5.0,956.0,2.54,45.45,10.0,0.5679
2010/11,Stoke,19,10,4,5,31,18,19,3,3,13,15,30,38,13,7,18,46,48,-2,46,2010,16,20,27.25,4464285.714285715,62500000.0,14,0.958,34,12,0.596,0.211,2.825,1.211,1.263,0.539,,,,30.0,6.0,0.736
2010/11,Sunderland,19,7,5,7,25,27,19,5,6,8,20,29,38,12,11,15,45,56,-11,47,2010,18,21,25.055555555555557,6500000.0,110500000.0,17,0.804,26,21,0.456,0.368,1.239,1.184,1.474,0.461,8.0,5696.0,15.21,47.62,10.0,0.4253
2010/11,Tottenham,19,9,9,1,30,19,19,7,5,7,25,27,38,16,14,8,55,46,9,62,2010,18,24,25.666666666666668,13382352.94117647,227500000.0,17,1.196,36,26,0.632,0.456,1.386,1.447,1.211,0.558,2.0,354.0,0.94,25.0,6.0,0.2725
2010/11,West Brom,19,8,6,5,30,30,19,4,5,10,26,41,38,12,11,15,56,71,-15,47,2010,15,22,26.4,3714285.714285714,52000000.0,14,0.789,30,17,0.526,0.298,1.765,1.474,1.868,0.318,3.0,130.0,0.35,63.64,14.0,0.9038
2010/11,West Ham,19,5,5,9,24,31,19,2,7,10,19,39,38,7,12,19,43,70,-27,33,2010,16,29,27.25,4821428.571428572,67500000.0,14,0.614,20,13,0.351,0.228,1.539,1.132,1.842,0.327,4.0,1291.0,3.43,44.83,13.0,0.4889
2010/11,Wigan,19,5,8,6,22,34,19,4,7,8,18,27,38,9,15,14,40,61,-21,42,2010,15,21,25.2,3766666.6666666665,56500000.0,15,0.656,23,19,0.404,0.333,1.213,1.053,1.605,0.414,4.0,4442.0,11.84,38.1,8.0,0.7434
2010/11,Wolves,19,8,4,7,30,30,19,3,3,13,16,36,38,11,7,20,46,66,-20,40,2010,20,22,25.65,3138888.888888889,56500000.0,18,0.697,28,12,0.491,0.211,2.327,1.211,1.737,0.365,2.0,43.0,0.11,18.18,4.0,0.708
2011/12,Arsenal,19,12,4,3,39,17,19,9,3,7,35,32,38,21,7,10,74,49,25,70,2011,16,20,25.25,15214285.714285715,213000000.0,14,1.51,40,30,0.702,0.526,1.335,1.947,1.289,0.529,8.0,4667.0,12.43,40.0,8.0,0.3286
2011/12,Aston Villa,19,4,7,8,20,25,19,3,10,6,17,28,38,7,17,14,37,53,-16,38,2011,16,23,26.6875,5625000.0,90000000.0,16,0.698,19,19,0.333,0.333,1.0,0.974,1.395,0.49,5.0,1889.0,5.03,43.48,10.0,0.4222
2011/12,Blackburn,19,6,1,12,26,33,19,2,6,11,22,45,38,8,7,23,48,78,-30,31,2011,16,23,24.9375,4033333.3333333335,60500000.0,15,0.615,19,12,0.333,0.211,1.578,1.263,2.053,0.25,7.0,5957.0,15.91,52.17,12.0,0.5124
2011/12,Bolton,19,4,4,11,23,39,19,6,2,11,23,38,38,10,6,22,46,77,-31,36,2011,19,22,27.105263157894736,3180555.5555555555,57250000.0,18,0.597,16,20,0.281,0.351,0.801,1.211,2.026,0.26,7.0,2492.0,6.67,36.36,8.0,0.6288
2011/12,Chelsea,19,12,3,4,41,24,19,6,7,6,24,22,38,18,10,10,65,46,19,64,2011,17,22,27.0,18423076.923076924,239500000.0,13,1.413,39,25,0.684,0.439,1.558,1.711,1.211,0.558,3.0,1136.0,3.03,27.27,6.0,0.2672
2011/12,Everton,19,10,3,6,28,15,19,5,8,6,22,25,38,15,11,12,50,40,10,56,2011,17,22,27.58823529411765,7171875.0,114750000.0,16,1.25,33,23,0.579,0.404,1.433,1.316,1.053,0.615,6.0,1645.0,4.38,27.27,6.0,0.488
2011/12,Fulham,19,10,5,4,36,26,19,4,5,10,12,25,38,14,10,14,48,51,-3,52,2011,17,22,29.294117647058822,4812500.0,77000000.0,16,0.941,35,17,0.614,0.298,2.06,1.263,1.342,0.51,5.0,1245.0,3.31,31.82,7.0,0.6753
2011/12,Liverpool,19,6,9,4,24,16,19,8,1,10,23,24,38,14,10,14,47,40,7,52,2011,17,21,26.11764705882353,11468750.0,183500000.0,16,1.175,27,25,0.474,0.439,1.08,1.237,1.053,0.615,4.0,1632.0,4.36,28.57,6.0,0.2834
2011/12,Man City,19,18,1,0,55,12,19,10,4,5,38,17,38,28,5,5,93,29,64,89,2011,16,20,25.125,24700000.0,370500000.0,15,3.207,55,34,0.965,0.596,1.619,2.447,0.763,0.721,3.0,1889.0,5.03,20.0,4.0,0.2402
2011/12,Man United,19,15,2,2,52,19,19,13,3,3,37,14,38,28,5,5,89,33,56,89,2011,17,23,26.0,18633333.333333332,279500000.0,15,2.697,47,42,0.825,0.737,1.119,2.342,0.868,0.683,7.0,6941.0,18.47,26.09,6.0,0.3184
2011/12,Newcastle,19,11,5,3,29,17,19,8,3,8,27,34,38,19,8,11,56,51,5,65,2011,18,18,25.11111111111111,6937500.0,111000000.0,16,1.098,38,27,0.667,0.474,1.407,1.474,1.342,0.51,4.0,2194.0,5.84,38.89,7.0,0.5856
2011/12,Norwich,19,7,6,6,28,30,19,5,5,9,24,36,38,12,11,15,52,66,-14,47,2011,19,23,25.57894736842105,2527777.777777778,45500000.0,18,0.788,27,20,0.474,0.351,1.35,1.368,1.737,0.365,2.0,597.0,1.59,95.65,22.0,1.033
2011/12,QPR,19,7,5,7,24,25,19,3,2,14,19,41,38,10,7,21,43,66,-23,37,2011,19,26,28.263157894736842,2944444.4444444445,53000000.0,18,0.652,26,11,0.456,0.193,2.363,1.132,1.737,0.365,3.0,77.0,0.21,,,0.6981
2011/12,Stoke,19,7,8,4,25,20,19,4,4,11,11,33,38,11,12,15,36,53,-17,45,2011,17,20,27.823529411764707,4285714.285714285,60000000.0,14,0.679,29,16,0.509,0.281,1.811,0.947,1.395,0.49,,,,30.0,6.0,0.75
2011/12,Sunderland,19,7,7,5,26,17,19,4,5,10,19,29,38,11,12,15,45,46,-1,45,2011,14,22,25.5,5750000.0,80500000.0,14,0.978,28,17,0.491,0.298,1.648,1.184,1.211,0.558,3.0,992.0,2.64,59.09,13.0,0.559
2011/12,Swansea,19,8,7,4,27,18,19,4,4,11,17,33,38,12,11,15,44,51,-7,47,2011,14,18,25.142857142857142,4000000.0,48000000.0,12,0.863,31,16,0.544,0.281,1.936,1.158,1.342,0.51,3.0,3043.0,8.1,,,0.9792
2011/12,Tottenham,19,13,3,3,39,17,19,7,6,6,27,24,38,20,9,9,66,41,25,69,2011,14,19,27.285714285714285,16178571.42857143,226500000.0,14,1.61,42,27,0.737,0.474,1.555,1.737,1.079,0.606,2.0,28.0,0.07,31.58,6.0,0.3046
2011/12,West Brom,19,6,3,10,21,22,19,7,5,7,24,30,38,13,8,17,45,52,-7,47,2011,16,21,27.5,3187500.0,51000000.0,16,0.865,21,26,0.368,0.456,0.807,1.184,1.368,0.5,1.0,104.0,0.28,33.33,7.0,0.9216
2011/12,Wigan,19,5,7,7,22,27,19,6,3,10,20,35,38,11,10,17,42,62,-20,43,2011,16,21,25.8125,3937500.0,63000000.0,16,0.677,22,21,0.386,0.368,1.049,1.105,1.632,0.404,4.0,6379.0,17.0,28.57,6.0,0.6825
2011/12,Wolves,19,3,3,13,19,43,19,2,7,10,21,39,38,5,10,23,40,82,-42,25,2011,16,22,25.5625,3466666.6666666665,52000000.0,15,0.488,12,13,0.211,0.228,0.925,1.053,2.158,0.212,5.0,974.0,2.6,22.73,5.0,0.4808
2012/13,Arsenal,19,11,5,3,47,23,19,10,5,4,25,14,38,21,10,7,72,37,35,73,2012,16,22,24.25,15843750.0,253500000.0,16,1.946,38,35,0.667,0.614,1.086,1.895,0.974,0.644,5.0,3956.0,10.56,36.36,8.0,0.288
2012/13,Aston Villa,19,5,5,9,23,28,19,5,6,8,24,41,38,10,11,17,47,69,-22,41,2012,16,23,23.625,4625000.0,74000000.0,16,0.681,20,21,0.351,0.368,0.954,1.237,1.816,0.336,3.0,2288.0,6.1,43.48,10.0,0.5541
2012/13,Chelsea,19,12,5,2,41,16,19,10,4,5,34,23,38,22,9,7,75,39,36,75,2012,16,17,25.8125,21000000.0,294000000.0,14,1.923,41,34,0.719,0.596,1.206,1.974,1.026,0.625,4.0,2637.0,7.03,29.41,5.0,0.2551
2012/13,Everton,19,12,6,1,33,17,19,4,9,6,22,23,38,16,15,7,55,40,15,63,2012,15,17,27.8,7821428.571428572,109500000.0,14,1.375,42,21,0.737,0.368,2.003,1.447,1.053,0.615,3.0,271.0,0.72,17.65,3.0,0.5753
2012/13,Fulham,19,7,3,9,28,30,19,4,7,8,22,30,38,11,10,17,50,60,-10,43,2012,15,21,29.733333333333334,3769230.769230769,49000000.0,13,0.833,24,19,0.421,0.333,1.264,1.316,1.579,0.423,5.0,1739.0,4.64,52.38,11.0,0.8776
2012/13,Liverpool,19,9,6,4,33,16,19,7,7,5,38,27,38,16,13,9,71,43,28,61,2012,17,22,24.823529411764707,12218750.0,195500000.0,16,1.651,33,28,0.579,0.491,1.179,1.868,1.132,0.586,7.0,5275.0,14.05,40.91,9.0,0.312
2012/13,Man City,19,14,3,2,41,15,19,9,6,4,25,19,38,23,9,6,66,34,32,78,2012,17,21,26.470588235294116,22031250.0,352500000.0,16,1.941,45,33,0.789,0.579,1.363,1.737,0.895,0.673,3.0,1907.0,5.09,19.05,4.0,0.2213
2012/13,Man United,19,16,0,3,45,19,19,12,5,2,41,24,38,28,5,5,86,43,43,89,2012,19,23,26.157894736842106,18823529.411764707,320000000.0,17,2.0,48,41,0.842,0.719,1.171,2.263,1.132,0.586,2.0,1241.0,3.3,13.04,3.0,0.2781
2012/13,Newcastle,19,9,1,9,24,31,19,2,7,10,21,37,38,11,8,19,45,68,-23,41,2012,19,25,25.63157894736842,8794117.647058824,149500000.0,17,0.662,28,13,0.491,0.228,2.154,1.184,1.789,0.346,5.0,911.0,2.43,40.0,10.0,0.2742
2012/13,Norwich,19,8,7,4,25,20,19,2,7,10,16,38,38,10,14,14,41,58,-17,44,2012,16,20,26.0,3266666.6666666665,49000000.0,15,0.707,31,13,0.544,0.228,2.386,1.079,1.526,0.442,1.0,135.0,0.36,40.0,8.0,0.898
2012/13,QPR,19,2,8,9,13,28,19,2,5,12,17,32,38,4,13,21,30,60,-30,25,2012,23,25,27.434782608695652,4787500.0,95750000.0,20,0.5,14,11,0.246,0.193,1.275,0.789,1.579,0.423,1.0,90.0,0.24,52.0,13.0,0.2611
2012/13,Reading,19,4,8,7,23,33,19,2,2,15,20,40,38,6,10,22,43,73,-30,28,2012,21,26,26.523809523809526,1736842.105263158,33000000.0,19,0.589,20,8,0.351,0.14,2.507,1.132,1.921,0.298,2.0,490.0,1.3,96.15,25.0,0.8485
2012/13,Southampton,19,6,7,6,26,24,19,3,7,9,23,36,38,9,14,15,49,60,-11,41,2012,15,19,24.8,3982142.8571428573,55750000.0,14,0.817,25,16,0.439,0.281,1.562,1.289,1.579,0.423,4.0,3280.0,8.73,100.0,19.0,0.7354
2012/13,Stoke,19,7,7,5,21,22,19,2,8,9,13,23,38,9,15,14,34,45,-11,42,2012,17,17,26.529411764705884,4937500.0,79000000.0,16,0.756,28,14,0.491,0.246,1.996,0.895,1.184,0.567,,,,23.53,4.0,0.5316
2012/13,Sunderland,19,5,8,6,20,19,19,4,4,11,21,35,38,9,12,17,41,54,-13,39,2012,15,19,25.866666666666667,6500000.0,97500000.0,15,0.759,23,16,0.404,0.281,1.438,1.079,1.421,0.481,4.0,488.0,1.3,31.58,6.0,0.4
2012/13,Swansea,19,6,8,5,28,26,19,5,5,9,19,25,38,11,13,14,47,51,-4,46,2012,16,19,26.625,4982142.857142857,69750000.0,14,0.922,26,20,0.456,0.351,1.299,1.237,1.342,0.51,1.0,3052.0,8.12,47.37,9.0,0.6595
2012/13,Tottenham,19,11,5,3,29,18,19,10,4,5,37,28,38,21,9,8,66,46,20,72,2012,19,21,26.63157894736842,12666666.666666666,228000000.0,18,1.435,38,34,0.667,0.596,1.119,1.737,1.211,0.558,3.0,1662.0,4.43,42.86,9.0,0.3158
2012/13,West Brom,19,9,4,6,32,25,19,5,3,11,21,32,38,14,7,17,53,57,-4,49,2012,15,21,27.333333333333332,4933333.333333333,74000000.0,15,0.93,31,18,0.544,0.316,1.722,1.395,1.5,0.452,3.0,2240.0,5.97,28.57,6.0,0.6622
2012/13,West Ham,19,9,6,4,34,22,19,3,4,12,11,31,38,12,10,16,45,53,-8,46,2012,15,20,27.333333333333332,4571428.571428572,64000000.0,14,0.849,33,13,0.579,0.228,2.539,1.184,1.395,0.49,2.0,132.0,0.35,75.0,15.0,0.7188
2012/13,Wigan,19,4,6,9,26,39,19,5,3,11,21,34,38,9,9,20,47,73,-26,36,2012,14,21,27.714285714285715,3785714.285714286,53000000.0,14,0.644,18,18,0.316,0.316,1.0,1.237,1.921,0.298,5.0,345.0,0.92,28.57,6.0,0.6792
2013/14,Arsenal,19,13,5,1,36,11,19,11,2,6,32,30,38,24,7,7,68,41,27,79,2013,15,20,26.6,20000000.0,280000000.0,14,1.659,44,35,0.772,0.614,1.257,1.789,1.079,0.606,5.0,1028.0,2.75,15.0,3.0,0.2821
2013/14,Aston Villa,19,6,3,10,22,29,19,4,5,10,17,32,38,10,8,20,39,61,-22,38,2013,15,19,23.8,4800000.0,72000000.0,15,0.639,21,17,0.368,0.298,1.235,1.026,1.605,0.414,3.0,220.0,0.58,31.58,6.0,0.5278
2013/14,Cardiff,19,5,5,9,20,35,19,2,4,13,12,39,38,7,9,22,32,74,-42,30,2013,16,21,24.9375,3300000.0,49500000.0,15,0.432,20,10,0.351,0.175,2.006,0.842,1.947,0.289,6.0,2834.0,7.54,,,0.6061
2013/14,Chelsea,19,15,3,1,43,11,19,10,4,5,28,16,38,25,7,6,71,27,44,82,2013,17,21,27.11764705882353,20633333.333333332,309500000.0,15,2.63,48,34,0.842,0.596,1.413,1.868,0.711,0.74,5.0,249.0,0.66,28.57,6.0,0.2649
2013/14,Crystal Palace,19,8,3,8,18,23,19,5,3,11,15,25,38,13,6,19,33,48,-15,45,2013,15,23,27.466666666666665,2066666.6666666667,31000000.0,15,0.688,27,18,0.474,0.316,1.5,0.868,1.263,0.539,2.0,496.0,1.32,95.65,22.0,1.4516
2013/14,Everton,19,13,3,3,38,19,19,8,6,5,23,20,38,21,9,8,61,39,22,72,2013,15,19,26.4,8833333.333333334,132500000.0,15,1.564,42,30,0.737,0.526,1.401,1.605,1.026,0.625,5.0,7111.0,18.94,47.37,9.0,0.5434
2013/14,Fulham,19,5,3,11,24,38,19,4,2,13,16,47,38,9,5,24,40,85,-45,32,2013,18,29,28.38888888888889,3423529.411764706,58200000.0,17,0.471,18,14,0.316,0.246,1.285,1.053,2.237,0.183,8.0,869.0,2.31,48.28,14.0,0.5498
2013/14,Hull,19,7,4,8,20,21,19,3,3,13,18,32,38,10,7,21,38,53,-15,37,2013,18,21,27.444444444444443,2828125.0,45250000.0,16,0.717,25,12,0.439,0.211,2.081,1.0,1.395,0.49,,,,95.24,20.0,0.8177
2013/14,Liverpool,19,16,1,2,53,18,19,10,5,4,48,32,38,26,6,6,101,50,51,84,2013,16,19,25.125,15033333.333333334,225500000.0,15,2.02,49,35,0.86,0.614,1.401,2.658,1.316,0.519,7.0,4388.0,11.66,36.84,7.0,0.3725
2013/14,Man City,19,17,1,1,63,13,19,10,4,5,39,24,38,27,5,6,102,37,65,86,2013,17,20,26.941176470588236,22843750.0,365500000.0,16,2.757,52,34,0.912,0.596,1.53,2.684,0.974,0.644,1.0,1029.0,2.74,30.0,6.0,0.2353
2013/14,Man United,19,9,3,7,29,21,19,10,4,5,35,22,38,19,7,12,64,43,21,64,2013,19,24,25.842105263157894,18027777.777777776,324500000.0,18,1.488,30,34,0.526,0.596,0.883,1.684,1.132,0.586,4.0,1806.0,4.8,16.67,4.0,0.1972
2013/14,Newcastle,19,8,3,8,23,28,19,7,1,11,20,31,38,15,4,19,43,59,-16,49,2013,16,21,26.1875,8446428.57142857,118250000.0,14,0.729,27,22,0.474,0.386,1.228,1.132,1.553,0.433,2.0,467.0,1.25,28.57,6.0,0.4144
2013/14,Norwich,19,6,6,7,17,18,19,2,3,14,11,44,38,8,9,21,28,62,-34,33,2013,16,20,25.75,4300000.0,64500000.0,15,0.452,24,9,0.421,0.158,2.665,0.737,1.632,0.404,3.0,2330.0,6.2,35.0,7.0,0.5116
2013/14,Southampton,19,8,6,5,32,23,19,7,5,7,22,23,38,15,11,12,54,46,8,56,2013,14,19,24.214285714285715,6653846.153846154,86500000.0,13,1.174,30,26,0.526,0.456,1.154,1.421,1.211,0.558,5.0,6644.0,17.66,26.32,5.0,0.6474
2013/14,Stoke,19,10,6,3,27,17,19,3,5,11,18,35,38,13,11,14,45,52,-7,50,2013,15,20,26.866666666666667,4538461.538461538,59000000.0,13,0.865,36,14,0.632,0.246,2.569,1.184,1.368,0.5,1.0,225.0,0.6,40.0,8.0,0.8475
2013/14,Sunderland,19,5,3,11,21,27,19,5,5,9,20,33,38,10,8,20,41,60,-19,38,2013,16,24,25.8125,4589285.714285715,64250000.0,14,0.683,18,20,0.316,0.351,0.9,1.079,1.579,0.423,3.0,1020.0,2.73,58.33,14.0,0.5914
2013/14,Swansea,19,6,5,8,33,26,19,5,4,10,21,28,38,11,9,18,54,54,0,42,2013,16,21,26.375,6750000.0,94500000.0,14,1.0,23,19,0.404,0.333,1.213,1.421,1.421,0.481,2.0,2954.0,7.87,38.1,8.0,0.4444
2013/14,Tottenham,19,11,3,5,30,23,19,10,3,6,25,28,38,21,6,11,55,51,4,69,2013,18,25,24.555555555555557,12441176.470588235,211500000.0,17,1.078,36,33,0.632,0.579,1.092,1.447,1.342,0.51,5.0,2011.0,5.37,52.0,13.0,0.3262
2013/14,West Brom,19,4,9,6,24,27,19,3,6,10,19,32,38,7,15,16,43,59,-16,36,2013,18,23,27.38888888888889,3861111.111111111,69500000.0,18,0.729,21,15,0.368,0.263,1.399,1.132,1.553,0.433,2.0,1436.0,3.82,39.13,9.0,0.518
2013/14,West Ham,19,7,3,9,25,26,19,4,4,11,15,25,38,11,7,20,40,51,-11,40,2013,18,22,28.0,4375000.0,70000000.0,16,0.784,24,16,0.421,0.281,1.498,1.053,1.342,0.51,2.0,1158.0,3.09,22.73,5.0,0.5714
2014/15,Arsenal,19,12,5,2,41,14,19,10,4,5,30,22,38,22,9,7,71,36,35,75,2014,17,24,24.764705882352942,17588235.29411765,299000000.0,17,1.972,41,34,0.719,0.596,1.206,1.868,0.947,0.654,7.0,4657.0,12.4,37.5,9.0,0.2508
2014/15,Aston Villa,19,5,6,8,18,25,19,5,2,12,13,32,38,10,8,20,31,57,-26,38,2014,16,22,25.5625,5156250.0,82500000.0,16,0.544,21,17,0.368,0.298,1.235,0.816,1.5,0.452,6.0,829.0,2.21,50.0,11.0,0.4606
2014/15,Burnley,19,4,7,8,14,21,19,3,5,11,14,32,38,7,12,19,28,53,-25,33,2014,14,17,26.642857142857142,2714285.714285714,38000000.0,14,0.528,19,14,0.333,0.246,1.354,0.737,1.395,0.49,3.0,69.0,0.18,94.12,16.0,0.8684
2014/15,Chelsea,19,15,4,0,36,9,19,11,5,3,37,23,38,26,9,3,73,32,41,87,2014,13,20,26.076923076923077,31916666.666666668,383000000.0,12,2.281,49,38,0.86,0.667,1.289,1.921,0.842,0.692,10.0,822.0,2.19,40.0,8.0,0.2272
2014/15,Crystal Palace,19,6,3,10,21,27,19,7,6,6,26,24,38,13,9,16,47,51,-4,48,2014,15,20,27.4,3900000.0,58500000.0,15,0.922,21,27,0.368,0.474,0.776,1.237,1.342,0.51,3.0,36.0,0.1,40.0,8.0,0.8205
2014/15,Everton,19,7,7,5,27,21,19,5,4,10,21,29,38,12,11,15,48,50,-2,47,2014,15,24,27.133333333333333,10660714.285714285,149250000.0,14,0.96,28,19,0.491,0.333,1.474,1.263,1.316,0.519,6.0,4208.0,11.19,29.17,7.0,0.3149
2014/15,Hull,19,5,5,9,19,24,19,3,6,10,14,27,38,8,11,19,33,51,-18,35,2014,18,23,26.27777777777778,3781250.0,60500000.0,16,0.647,20,15,0.351,0.263,1.335,0.868,1.342,0.51,2.0,1526.0,4.08,34.78,8.0,0.5785
2014/15,Leicester,19,7,5,7,28,22,19,4,3,12,18,33,38,11,8,19,46,55,-9,41,2014,18,24,26.833333333333332,2666666.6666666665,48000000.0,18,0.836,26,15,0.456,0.263,1.734,1.211,1.447,0.471,3.0,97.0,0.26,100.0,24.0,0.8542
2014/15,Liverpool,19,10,5,4,30,20,19,8,3,8,22,28,38,18,8,12,52,48,4,62,2014,16,22,24.625,15714285.714285715,220000000.0,14,1.083,35,27,0.614,0.474,1.295,1.368,1.263,0.539,11.0,7445.0,19.82,45.45,10.0,0.2818
2014/15,Man City,19,14,3,2,44,14,19,10,4,5,39,24,38,24,7,7,83,38,45,79,2014,17,20,28.529411764705884,21000000.0,336000000.0,16,2.184,45,34,0.789,0.596,1.324,2.184,1.0,0.635,3.0,137.0,0.36,25.0,5.0,0.2351
2014/15,Man United,19,14,2,3,41,15,19,6,8,5,21,22,38,20,10,8,62,37,25,70,2014,18,23,25.5,21694444.444444444,390500000.0,18,1.676,44,26,0.772,0.456,1.693,1.632,0.974,0.644,7.0,4028.0,10.74,39.13,9.0,0.1793
2014/15,Newcastle,19,7,5,7,26,27,19,3,4,12,14,36,38,10,9,19,40,63,-23,39,2014,16,22,25.375,5633333.333333333,84500000.0,15,0.635,26,13,0.456,0.228,2.0,1.053,1.658,0.394,7.0,343.0,0.91,45.45,10.0,0.4615
2014/15,QPR,19,6,5,8,23,24,19,2,1,16,19,49,38,8,6,24,42,73,-31,30,2014,17,20,28.352941176470587,4357142.857142857,61000000.0,14,0.575,23,7,0.404,0.123,3.285,1.105,1.921,0.298,7.0,386.0,1.03,70.0,14.0,0.4918
2014/15,Southampton,19,11,4,4,37,13,19,7,2,10,17,20,38,18,6,14,54,33,21,60,2014,14,20,25.071428571428573,11214285.714285715,157000000.0,14,1.636,37,23,0.649,0.404,1.606,1.421,0.868,0.683,11.0,2222.0,5.91,60.0,12.0,0.3822
2014/15,Stoke,19,10,3,6,32,22,19,5,6,8,16,23,38,15,9,14,48,45,3,54,2014,18,19,26.61111111111111,4071428.5714285714,57000000.0,14,1.067,33,21,0.579,0.368,1.573,1.263,1.184,0.567,1.0,1.0,0.0,31.58,6.0,0.9474
2014/15,Sunderland,19,4,8,7,16,27,19,3,9,7,15,26,38,7,17,14,31,53,-22,38,2014,17,23,27.470588235294116,3705882.3529411764,63000000.0,17,0.585,20,18,0.351,0.316,1.111,0.816,1.395,0.49,7.0,5.0,0.01,47.83,11.0,0.6032
2014/15,Swansea,19,9,5,5,27,22,19,7,3,9,19,27,38,16,8,14,46,49,-3,56,2014,14,22,26.214285714285715,7950000.0,79500000.0,10,0.939,32,24,0.561,0.421,1.333,1.211,1.289,0.529,6.0,166.0,0.44,59.09,13.0,0.7044
2014/15,Tottenham,19,10,3,6,31,24,19,9,4,6,27,29,38,19,7,12,58,53,5,64,2014,14,24,23.928571428571427,12538461.538461538,163000000.0,13,1.094,33,31,0.579,0.544,1.064,1.526,1.395,0.49,5.0,4486.0,11.97,25.0,6.0,0.3926
2014/15,West Brom,19,7,4,8,24,26,19,4,7,8,14,25,38,11,11,16,38,51,-13,44,2014,17,22,27.470588235294116,4000000.0,68000000.0,17,0.745,25,19,0.439,0.333,1.318,1.0,1.342,0.51,5.0,2924.0,7.8,40.91,9.0,0.6471
2014/15,West Ham,19,9,4,6,25,18,19,3,7,9,19,29,38,12,11,15,44,47,-3,47,2014,16,20,26.5625,6517857.142857143,91250000.0,14,0.936,31,16,0.544,0.281,1.936,1.158,1.237,0.548,6.0,520.0,1.38,45.0,9.0,0.5151
2015/16,Arsenal,19,12,4,3,31,11,19,8,7,4,34,25,38,20,11,7,65,36,29,71,2015,15,22,26.733333333333334,23214285.714285713,325000000.0,14,1.806,40,31,0.702,0.544,1.29,1.711,0.947,0.654,5.0,4190.0,11.19,18.18,4.0,0.2185
2015/16,Aston Villa,19,2,5,12,14,35,19,1,3,15,13,41,38,3,8,27,27,76,-49,17,2015,18,22,26.22222222222222,4073529.411764706,69250000.0,17,0.355,11,6,0.193,0.105,1.838,0.711,2.0,0.269,8.0,1554.0,4.14,40.91,9.0,0.2455
2015/16,Bournemouth,19,5,5,9,23,34,19,6,4,9,22,33,38,11,9,18,45,67,-22,42,2015,14,21,26.357142857142858,2785714.285714286,39000000.0,14,0.672,20,22,0.351,0.386,0.909,1.184,1.763,0.356,4.0,0.0,0.0,,,1.0769
